applied subject,year until now,GPA,current subject,is honor college,GMAT,GRE,english test exempted,TOFEL,IELTS,internship,result
Hospitality and Leisure Management,7,3.6,Hospitality and Leisure Management,1,0,338.59,0,0,6.54,0,1
Psychology,9,3.43,Psychology,0,761.7,0,0,92.24,0,1,0
Chemistry,3,2.13,Art History,0,0,228.52,1,0,0,0,0
Psychology,5,3.79,Psychology,1,776.55,309.87,0,0,6.43,1,1
Engineering - Chemical,6,3.16,Engineering - Chemical,1,793.32,0,1,0,0,1,1
Politics,2,3.19,Politics,1,743.86,0,0,83.13,0,1,1
Economics and Econometrics,10,3.31,Hospitality and Leisure Management,1,735.71,0,1,0,0,0,1
Chemistry,5,3.26,Chemistry,1,0,313.09,0,89.03,8.23,1,1
Art History,1,3.3,Art History,1,0,329.76,0,83.98,0,1,1
Physics and Astronomy,0,3.64,Physics and Astronomy,0,701.36,0,1,0,0,1,1
History,3,3.19,Engineering - Civil and Structural,1,0,307.33,1,0,0,1,1
Nursing,10,2.03,Data Science,0,0,195.03,0,0,6.39,0,0
Anthropology,10,3.62,Anthropology,1,0,327.62,1,0,0,1,1
Data Science,1,3.84,Data Science,1,0,331.83,1,0,0,1,1
Law and Legal Studies,1,3.64,Law and Legal Studies,1,743.6,0,1,0,0,1,1
Education and Training,9,2.71,English Language and Literature,1,0,234.32,1,0,0,0,0
Education and Training,0,2.65,Accounting and Finance,0,0,245.6,1,0,0,0,0
Development Studies,0,3.14,Development Studies,1,762.11,330.57,0,0,7.89,1,0
Engineering - Mechanical,5,3.51,Engineering - Mechanical,1,0,307.78,0,111.22,6.89,1,1
Classics and Ancient History,0,2.75,Sociology,0,360.88,272.07,0,0,7.15,0,0
Geology,2,2.78,Archaeology,1,0,202.97,0,0,7.92,0,1
Hospitality and Leisure Management,7,2.99,Statistics and Operational Research,0,0,251.72,1,0,0,0,0
Social Sciences and Management,0,2.17,Art and Design,0,0,205.77,0,0,8.4,0,0
Law and Legal Studies,1,3.02,Business and Management Studies,1,721.86,0,1,0,0,1,1
Geophysics,8,3.23,Geophysics,1,0,312.2,1,0,0,1,1
Environmental Sciences,10,3.36,Environmental Sciences,1,0,309.06,1,0,0,1,1
Data Science,3,3.1,Engineering - Chemical,0,310.82,0,1,0,0,0,0
Modern Languages,1,3.59,Modern Languages,1,748.91,0,1,0,0,1,0
Data Science,2,3.53,Data Science,1,799.84,0,0,0,7.36,0,1
Geology,10,3.25,Geology,1,0,330.89,1,0,0,1,1
Social Policy and Administration,7,3.35,Social Policy and Administration,1,723.68,336.67,0,92.4,0,0,1
Statistics and Operational Research,1,3.31,Data Science,0,0,300.98,1,0,0,1,1
Library and Information Management,10,3.25,Psychology,0,0,236.53,0,117.29,0,0,0
Geophysics,1,3.76,Archaeology,1,733.61,316.38,0,115.74,0,0,1
Pharmacy and Pharmacology,10,2.63,Geophysics,0,473.5,250.2,0,82.17,8.83,0,0
Linguistics,5,3.72,Linguistics,1,0,303.97,1,0,0,1,1
Biological Sciences,0,3.12,Biological Sciences,1,743.99,338.45,0,116.6,0,1,1
Veterinary Science,2,3.77,Veterinary Science,1,0,318.09,1,0,0,1,1
Library and Information Management,3,3.1,Library and Information Management,1,0,320.88,1,0,0,0,1
Education and Training,7,3.32,Education and Training,1,0,337.19,1,0,0,1,1
Computer Science and Information Systems,10,2.09,Social Sciences and Management,0,480.84,0,1,0,0,0,0
Performing Arts,8,2.01,Marketing,0,0,204.27,1,0,0,0,0
Psychology,9,3.4,Psychology,1,728.92,327.71,0,0,8.72,1,1
Agriculture and Forestry,9,3.25,Agriculture and Forestry,1,790.49,0,1,0,0,0,1
Engineering - Mechanical,0,3.89,Anthropology,0,0,316.56,0,87.24,0,1,1
Engineering - Chemical,3,3.28,Art and Design,0,396.38,255.8,0,0,7.31,0,0
Communication and Media Studies,7,3.92,Engineering - Petroleum,1,798.11,0,0,82.93,6.89,1,1
Economics and Econometrics,10,3.32,Economics and Econometrics,1,0,316.0,1,0,0,1,1
Geography,3,3.95,Geography,1,0,327.35,1,0,0,1,1
Engineering and Technology,2,3.54,Engineering and Technology,1,0,321.99,0,86.79,0,1,0
Data Science,7,3.4,Data Science,1,766.55,0,1,0,0,1,1
Dentistry,1,3.64,Dentistry,1,0,333.87,0,0,6.07,1,1
Communication and Media Studies,5,3.12,Engineering - Chemical,1,0,302.75,1,0,0,1,1
Veterinary Science,6,3.94,Veterinary Science,1,759.24,0,1,0,0,1,1
Physics and Astronomy,9,3.46,Physics and Astronomy,1,788.29,302.68,0,103.02,0,1,1
Geophysics,10,3.38,Geophysics,1,0,315.41,0,0,7.62,1,1
Accounting and Finance,3,3.06,Politics,1,0,320.09,0,87.58,0,0,1
Accounting and Finance,8,3.68,Accounting and Finance,1,0,307.29,1,0,0,1,1
Chemistry,3,3.08,Anatomy and Physiology,0,398.04,0,0,98.18,0,0,1
Engineering - Mechanical,4,3.25,Library and Information Management,0,425.52,0,0,91.34,0,0,0
Art and Design,2,3.18,Art and Design,1,770.92,0,1,0,0,0,1
Earth and Marine Sciences,6,3.38,Earth and Marine Sciences,1,0,326.95,0,0,6.45,0,1
Accounting and Finance,8,3.38,Accounting and Finance,1,0,319.55,1,0,0,1,1
Engineering - Chemical,2,3.45,Engineering - Chemical,1,741.59,313.29,1,0,0,0,1
Performing Arts,5,3.16,Performing Arts,1,0,311.85,0,118.77,8.29,0,1
Engineering - Petroleum,5,3.07,Engineering - Petroleum,1,0,312.5,1,0,0,1,1
Environmental Sciences,0,3.1,Environmental Sciences,1,741.71,0,1,0,0,1,1
Social Policy and Administration,9,3.49,Social Policy and Administration,1,785.76,0,0,93.19,0,0,1
Physics and Astronomy,7,2.8,Agriculture and Forestry,0,603.88,0,0,0,6.36,0,0
Architecture and Built Environment,1,3.98,Architecture and Built Environment,1,0,330.58,0,113.88,0,1,1
English Language and Literature,7,2.86,Engineering - Petroleum,1,333.07,257.04,0,0,7.66,0,0
Dentistry,0,3.67,Dentistry,0,0,320.31,1,0,0,1,0
Politics,7,3.23,Politics,1,724.73,0,1,0,0,1,1
Art History,9,3.84,Art History,1,704.12,334.67,1,0,0,0,1
Communication and Media Studies,2,3.79,Communication and Media Studies,0,743.4,0,1,0,0,1,0
Engineering - Mineral and Mining,4,3.64,Sociology,1,788.21,311.13,0,93.18,0,1,0
Performing Arts,7,3.99,Performing Arts,1,0,310.37,0,0,7.28,1,1
Mathematics,2,3.68,Mathematics,1,749.32,319.55,0,0,7.4,1,0
Economics and Econometrics,3,3.49,Materials Sciences,1,747.74,327.8,0,104.92,7.28,1,1
Anatomy and Physiology,7,3.23,Anatomy and Physiology,1,721.49,0,1,0,0,1,1
Sports-Related Subjects,1,2.24,Development Studies,0,437.44,0,1,0,0,0,0
Arts and Humanities,5,2.35,Life Sciences and Medicine,0,546.55,0,1,0,0,0,0
"Theology, Divinity and Religious Studies",10,3.11,"Theology, Divinity and Religious Studies",1,738.16,339.08,0,86.36,0,0,0
Biological Sciences,3,3.58,Statistics and Operational Research,1,0,319.64,1,0,0,1,1
Architecture and Built Environment,2,3.5,Architecture and Built Environment,1,0,302.9,0,0,7.89,1,0
Architecture and Built Environment,0,3.66,Architecture and Built Environment,1,0,308.45,1,0,0,0,1
Statistics and Operational Research,3,2.27,Psychology,1,552.93,212.55,0,100.92,0,0,1
Classics and Ancient History,6,3.75,Classics and Ancient History,1,737.17,0,0,0,7.24,1,0
English Language and Literature,9,3.5,English Language and Literature,1,0,338.4,0,0,6.25,1,1
Life Sciences and Medicine,3,2.8,Engineering - Chemical,1,381.65,216.01,1,0,0,0,0
Physics and Astronomy,4,3.77,Physics and Astronomy,0,0,330.88,1,0,0,1,1
Politics,8,3.78,Politics,1,0,323.99,1,0,0,1,0
Materials Sciences,3,3.55,Materials Sciences,1,0,331.27,0,0,7.83,1,1
Development Studies,10,2.5,Library and Information Management,0,0,230.17,0,0,7.34,0,0
Hospitality and Leisure Management,4,3.16,Hospitality and Leisure Management,0,723.64,0,0,102.31,0,1,0
Physics and Astronomy,3,2.08,Philosophy,0,426.17,0,1,0,0,0,0
Politics,1,3.22,Politics,0,0,339.41,0,86.95,0,1,1
Geography,6,3.2,Geography,1,767.13,0,1,0,0,1,1
Natural Sciences,6,3.92,Natural Sciences,0,756.67,0,1,0,0,1,1
Social Sciences and Management,9,3.2,Sports-Related Subjects,0,0,331.9,1,0,0,0,1
"Theology, Divinity and Religious Studies",1,3.2,"Theology, Divinity and Religious Studies",1,0,318.9,0,115.04,8.11,0,1
Engineering and Technology,8,3.33,Engineering and Technology,1,748.0,0,1,0,0,0,1
Natural Sciences,3,3.69,Natural Sciences,0,789.77,305.25,1,0,0,1,1
Philosophy,2,2.64,Sociology,0,0,245.77,1,0,0,0,1
Architecture and Built Environment,0,3.4,Architecture and Built Environment,1,727.27,0,0,101.7,0,1,1
Communication and Media Studies,4,3.24,Communication and Media Studies,0,744.72,0,0,119.86,0,1,1
Statistics and Operational Research,4,2.72,Life Sciences and Medicine,0,0,244.56,0,93.27,7.17,1,0
Earth and Marine Sciences,7,3.74,Earth and Marine Sciences,1,778.69,0,1,0,0,0,1
Philosophy,9,3.89,Philosophy,1,780.11,0,0,0,7.49,0,1
Engineering - Mineral and Mining,6,3.16,Business and Management Studies,1,424.76,0,0,0,7.69,0,0
Engineering - Civil and Structural,10,3.01,Engineering - Civil and Structural,1,788.28,0,0,0,6.13,1,0
Geography,8,3.44,Geography,1,748.23,0,1,0,0,1,0
Hospitality and Leisure Management,10,3.11,Hospitality and Leisure Management,1,778.79,331.26,1,0,0,0,1
Sociology,0,3.99,Sociology,1,743.12,0,0,0,6.49,0,1
Hospitality and Leisure Management,9,3.35,Hospitality and Leisure Management,1,0,315.78,0,0,7.88,1,0
Classics and Ancient History,5,3.28,Classics and Ancient History,1,705.86,0,1,0,0,1,1
English Language and Literature,6,3.74,English Language and Literature,1,759.09,327.64,1,0,0,1,1
"Theology, Divinity and Religious Studies",3,3.62,History,1,0,337.09,1,0,0,1,0
Hospitality and Leisure Management,4,2.07,Anthropology,0,524.03,0,0,110.66,8.43,0,0
Development Studies,7,3.29,Psychology,0,0,217.24,1,0,0,0,0
Anatomy and Physiology,6,3.22,Mathematics,0,0,197.94,1,0,0,0,0
History,6,3.73,History,1,721.33,0,1,0,0,0,1
Agriculture and Forestry,10,3.57,Agriculture and Forestry,1,791.72,307.32,1,0,0,1,1
Performing Arts,9,3.71,Performing Arts,1,0,304.17,1,0,0,1,1
Statistics and Operational Research,9,3.83,Statistics and Operational Research,1,0,304.09,1,0,0,0,1
Linguistics,0,3.27,Linguistics,0,754.9,338.36,0,0,6.18,0,0
Engineering and Technology,1,3.73,Hospitality and Leisure Management,1,715.41,0,0,98.61,8.27,1,1
Medicine,2,3.13,Engineering - Electrical and Electronic,1,389.93,0,1,0,0,0,0
Economics and Econometrics,1,2.01,Materials Sciences,0,0,261.92,0,0,7.43,0,0
Classics and Ancient History,7,3.75,Classics and Ancient History,1,757.9,0,1,0,0,1,1
Library and Information Management,8,3.16,Library and Information Management,1,0,316.13,0,89.44,0,1,1
Philosophy,6,3.35,Architecture and Built Environment,1,782.04,0,1,0,0,0,1
Education and Training,6,3.75,Education and Training,1,712.67,0,1,0,0,1,1
Nursing,3,3.69,Nursing,1,785.45,0,1,0,0,0,1
"Theology, Divinity and Religious Studies",3,3.99,"Theology, Divinity and Religious Studies",0,0,326.66,1,0,0,1,0
Anthropology,10,3.79,Anthropology,1,796.97,0,0,0,6.01,1,0
Mathematics,7,3.2,Mathematics,0,0,314.65,0,0,6.92,1,1
Natural Sciences,5,3.3,Natural Sciences,1,0,315.56,1,0,0,1,1
Psychology,2,3.62,Psychology,1,795.7,0,0,83.21,0,1,1
Classics and Ancient History,3,3.55,Pharmacy and Pharmacology,1,0,318.81,1,0,0,1,1
Linguistics,2,3.54,Linguistics,1,0,338.63,0,80.4,6.55,0,0
Data Science,9,2.94,Architecture and Built Environment,0,0,251.76,1,0,0,0,0
Chemistry,9,3.72,Chemistry,0,755.81,0,1,0,0,1,1
Education and Training,6,2.89,Chemistry,0,636.37,242.11,0,0,7.05,0,0
Engineering - Electrical and Electronic,2,3.07,Engineering - Electrical and Electronic,1,0,305.79,0,0,6.31,1,1
Marketing,6,2.2,Engineering - Petroleum,0,372.52,214.33,0,109.68,0,0,0
Veterinary Science,4,3.87,Veterinary Science,1,0,302.72,0,0,7.84,1,1
History,8,3.11,Data Science,1,0,307.47,0,0,8.69,1,1
Engineering and Technology,10,3.75,Engineering and Technology,0,0,324.87,0,0,7.96,1,1
Anthropology,3,2.07,Engineering - Mechanical,1,431.16,0,0,0,8.06,0,1
Environmental Sciences,8,3.7,Environmental Sciences,1,748.19,301.13,0,0,8.32,0,1
Data Science,3,3.03,Data Science,1,0,312.0,1,0,0,0,0
Communication and Media Studies,6,3.56,Communication and Media Studies,1,740.7,303.12,0,100.76,0,1,1
English Language and Literature,6,2.38,Chemistry,0,305.6,229.16,0,0,6.82,0,0
Classics and Ancient History,6,3.88,Classics and Ancient History,0,769.82,300.89,0,0,7.9,0,1
Archaeology,2,3.34,Archaeology,1,782.42,0,0,109.16,0,1,1
Anatomy and Physiology,6,3.4,Anatomy and Physiology,1,713.65,0,1,0,0,1,1
Geography,10,3.18,Engineering - Chemical,1,634.79,0,1,0,0,0,0
Mathematics,8,3.21,Mathematics,0,716.21,309.92,0,100.36,0,0,1
Veterinary Science,4,3.4,Engineering - Chemical,1,0,315.28,0,101.77,0,1,1
Business and Management Studies,0,3.8,Sports-Related Subjects,1,0,331.77,0,0,7.4,1,1
English Language and Literature,6,2.74,Engineering - Civil and Structural,0,370.91,0,1,0,0,0,1
Nursing,0,3.21,Nursing,1,0,307.84,0,94.77,0,1,1
Marketing,1,3.8,Marketing,1,767.3,0,0,98.27,0,0,1
Performing Arts,8,3.77,Library and Information Management,1,0,337.56,0,113.08,0,0,1
Classics and Ancient History,1,3.63,Classics and Ancient History,1,790.88,328.98,1,0,0,1,1
Classics and Ancient History,1,3.47,Classics and Ancient History,0,715.62,0,0,0,8.9,1,1
Law and Legal Studies,1,3.56,Archaeology,1,0,307.39,1,0,0,0,1
Anatomy and Physiology,7,3.14,Anatomy and Physiology,1,795.44,300.96,1,0,0,0,1
Library and Information Management,10,3.75,History,1,0,304.64,0,87.45,0,1,1
Biological Sciences,2,3.5,Biological Sciences,1,704.9,0,1,0,0,1,1
Physics and Astronomy,8,3.85,Physics and Astronomy,1,0,324.15,1,0,0,0,1
Engineering - Civil and Structural,10,3.03,Engineering - Civil and Structural,1,723.74,0,1,0,0,1,1
Engineering - Petroleum,4,3.34,Engineering - Petroleum,1,716.0,0,1,0,0,1,1
Environmental Sciences,9,3.73,Environmental Sciences,1,790.18,0,1,0,0,1,1
Statistics and Operational Research,4,2.21,Chemistry,1,0,250.19,0,0,8.56,0,0
Geophysics,1,3.75,Geophysics,1,713.12,309.37,0,83.58,0,1,1
Anatomy and Physiology,4,3.32,Anatomy and Physiology,1,784.55,0,0,104.35,6.38,1,1
Politics,9,3.49,Politics,1,711.98,0,1,0,0,1,1
Nursing,8,3.65,Nursing,0,777.17,0,0,0,8.35,1,1
Sociology,7,3.08,Data Science,1,0,249.52,1,0,0,0,0
Engineering - Mineral and Mining,8,3.21,Engineering - Mineral and Mining,0,0,303.06,1,0,0,1,1
Engineering - Chemical,4,3.88,Engineering - Chemical,0,0,309.13,1,0,0,1,1
Materials Sciences,5,3.8,Materials Sciences,1,0,301.2,0,0,7.79,1,1
Biological Sciences,2,3.9,Biological Sciences,1,0,311.37,1,0,0,1,0
Law and Legal Studies,5,3.08,Law and Legal Studies,1,762.94,0,1,0,0,1,1
Engineering and Technology,10,3.3,Education and Training,0,300.58,279.87,0,85.08,0,0,0
English Language and Literature,10,3.07,English Language and Literature,1,0,331.37,1,0,0,0,1
Arts and Humanities,8,3.72,Economics and Econometrics,1,731.28,0,1,0,0,0,0
"Theology, Divinity and Religious Studies",5,3.14,"Theology, Divinity and Religious Studies",0,747.79,0,0,87.16,0,0,1
Engineering - Mechanical,0,3.28,Engineering - Mechanical,1,708.69,0,1,0,0,1,1
Psychology,1,3.68,Psychology,1,0,326.45,1,0,0,1,1
Business and Management Studies,8,3.41,Business and Management Studies,1,0,330.26,0,80.71,0,1,0
Architecture and Built Environment,2,3.58,Architecture and Built Environment,1,739.53,0,0,117.09,8.02,1,1
Anthropology,5,3.96,Anthropology,1,0,323.23,1,0,0,1,1
Business and Management Studies,6,3.24,Life Sciences and Medicine,1,0,234.85,0,114.15,0,0,0
Medicine,8,3.44,Medicine,1,719.0,300.65,0,0,6.48,1,0
Data Science,3,3.45,Data Science,1,794.55,312.22,1,0,0,0,1
Politics,10,3.38,Library and Information Management,0,0,321.09,0,0,6.93,1,1
"Theology, Divinity and Religious Studies",2,3.59,Geology,1,0,336.44,0,107.68,0,1,1
Psychology,3,3.26,Psychology,1,769.05,0,0,87.58,0,1,1
Accounting and Finance,2,2.12,Development Studies,0,459.17,0,0,0,7.07,0,0
Geology,5,3.26,Geology,1,723.67,0,0,0,8.49,1,1
Business and Management Studies,3,3.23,Business and Management Studies,1,794.99,0,0,0,8.54,0,0
Environmental Sciences,4,2.76,Chemistry,0,0,226.47,0,0,6.44,0,0
Economics and Econometrics,5,3.63,Marketing,1,772.78,319.69,0,0,6.82,1,0
Economics and Econometrics,9,2.79,Anatomy and Physiology,0,613.25,0,1,0,0,0,0
Engineering - Mineral and Mining,6,2.28,Materials Sciences,1,0,272.68,1,0,0,0,0
Hospitality and Leisure Management,7,3.03,Hospitality and Leisure Management,1,0,303.45,1,0,0,0,1
Medicine,1,3.28,Medicine,1,0,339.72,0,0,7.12,1,0
Business and Management Studies,1,3.33,Business and Management Studies,1,710.43,0,0,104.93,0,0,1
Development Studies,1,2.44,Social Policy and Administration,0,0,278.95,1,0,0,0,1
Sports-Related Subjects,3,2.4,Anatomy and Physiology,1,0,269.81,1,0,0,0,0
Performing Arts,4,3.99,Performing Arts,1,719.22,332.79,0,0,7.33,0,1
Engineering - Mineral and Mining,6,2.05,Life Sciences and Medicine,0,0,201.01,0,115.6,0,0,0
Natural Sciences,4,3.31,Natural Sciences,1,740.41,0,0,82.96,0,1,1
Engineering and Technology,3,3.78,Engineering and Technology,1,0,318.41,0,101.19,6.93,1,1
Accounting and Finance,5,3.71,Accounting and Finance,1,0,331.04,0,103.36,0,1,1
Development Studies,8,3.97,Engineering - Mechanical,1,0,311.47,1,0,0,1,1
Accounting and Finance,7,3.17,Accounting and Finance,1,782.34,0,0,101.46,0,0,1
Anthropology,5,3.59,Anthropology,1,793.99,331.1,0,0,7.52,1,1
Law and Legal Studies,10,3.1,Law and Legal Studies,0,0,307.75,1,0,0,0,1
Library and Information Management,9,3.05,Library and Information Management,0,719.76,324.78,0,97.28,0,1,1
Earth and Marine Sciences,3,2.72,Engineering and Technology,0,562.59,0,0,101.56,0,0,1
Anatomy and Physiology,7,2.51,Computer Science and Information Systems,0,628.94,214.88,0,0,7.76,0,0
Library and Information Management,9,3.86,Library and Information Management,0,740.5,320.68,0,0,6.75,1,1
Library and Information Management,7,3.53,Library and Information Management,1,0,327.37,1,0,0,0,1
Social Policy and Administration,5,3.28,Social Policy and Administration,1,765.28,0,0,102.18,0,1,1
Marketing,2,2.12,Sports-Related Subjects,0,373.09,0,1,0,0,0,0
Art History,6,3.3,Art History,1,783.23,0,0,113.68,0,1,1
Anatomy and Physiology,9,3.0,Sports-Related Subjects,1,485.51,0,0,0,7.35,1,0
Linguistics,0,3.79,Linguistics,1,0,303.05,1,0,0,1,1
Politics,5,3.36,Politics,1,0,328.25,0,0,6.28,1,1
Materials Sciences,3,2.05,Sports-Related Subjects,0,0,216.65,1,0,0,0,0
Engineering - Electrical and Electronic,8,3.51,Engineering - Electrical and Electronic,0,0,339.37,1,0,0,1,1
Earth and Marine Sciences,10,3.25,Earth and Marine Sciences,1,704.44,0,0,109.67,0,1,1
Biological Sciences,8,3.91,Biological Sciences,0,718.59,0,1,0,0,1,0
Environmental Sciences,5,3.34,Environmental Sciences,1,792.76,339.7,0,117.14,0,1,0
Education and Training,1,3.13,Education and Training,1,0,325.54,1,0,0,1,1
Arts and Humanities,10,2.02,Geology,0,0,267.05,0,95.98,0,1,1
Marketing,3,3.28,Marketing,0,0,331.3,1,0,0,1,1
Sociology,0,2.45,Geography,1,343.32,0,1,0,0,0,0
Engineering and Technology,6,3.71,Engineering and Technology,1,0,309.67,0,0,6.64,1,0
Psychology,10,3.08,Economics and Econometrics,0,744.73,0,1,0,0,1,1
Dentistry,6,3.81,Dentistry,1,0,313.1,1,0,0,0,1
Linguistics,7,2.35,Anthropology,1,476.56,0,1,0,0,0,0
Pharmacy and Pharmacology,0,3.64,Materials Sciences,0,0,321.75,0,0,6.25,1,1
Business and Management Studies,4,2.67,Environmental Sciences,0,455.35,0,1,0,0,1,0
"Theology, Divinity and Religious Studies",5,2.71,Philosophy,1,0,241.31,1,0,0,0,0
Engineering and Technology,4,3.17,Engineering and Technology,1,0,323.2,1,0,0,1,0
Engineering - Electrical and Electronic,6,2.53,Engineering - Petroleum,0,0,210.42,1,0,0,0,0
Communication and Media Studies,6,3.52,Pharmacy and Pharmacology,0,0,314.67,0,0,8.38,1,1
Environmental Sciences,0,3.06,Engineering - Civil and Structural,0,0,257.41,1,0,0,0,1
Veterinary Science,8,2.56,Economics and Econometrics,1,0,255.7,0,95.02,6.7,1,1
Business and Management Studies,5,2.22,Medicine,1,0,218.93,1,0,0,0,0
Marketing,2,3.93,Computer Science and Information Systems,0,0,312.38,0,0,8.57,1,0
Development Studies,7,3.91,Development Studies,0,788.97,0,1,0,0,1,0
Agriculture and Forestry,4,3.17,Agriculture and Forestry,1,730.5,339.22,1,0,0,1,1
Performing Arts,4,3.38,Performing Arts,1,769.26,320.56,0,0,6.48,1,1
Engineering and Technology,4,3.23,Engineering and Technology,1,0,320.67,0,0,6.87,0,1
Archaeology,3,3.14,Archaeology,1,797.88,0,0,0,7.56,1,1
Geography,4,2.44,Library and Information Management,1,302.1,193.22,1,0,0,0,1
Art History,7,3.38,Art History,0,712.63,300.23,1,0,0,1,1
Engineering - Civil and Structural,5,2.1,Philosophy,0,0,186.52,1,0,0,0,1
Business and Management Studies,10,3.34,Business and Management Studies,1,797.75,0,1,0,0,1,0
"Theology, Divinity and Religious Studies",1,2.97,Materials Sciences,0,647.93,0,0,0,7.6,0,0
Politics,2,3.5,Politics,1,734.14,0,1,0,0,0,1
"Theology, Divinity and Religious Studies",4,3.26,"Theology, Divinity and Religious Studies",1,0,308.6,1,0,0,1,1
Social Sciences and Management,9,3.26,Social Sciences and Management,1,771.81,0,1,0,0,0,1
